Rank,Name,Team,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,RawPower,PowAge,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
399,Eyeksson Rojas,WSN,20.0,20.958,15.1,78,0.67,33.9,28.2,3.9,62.4,67.6,6.3,0.2,19.2,5.6,12.8,2.1,40.8,31.4,41.6,28.7,43.2,37.0,0.2,7.6,-29.5,59.9,27.439,74.4,72.897,34.1,30.597,50.4,54.6,0.2,54.6,0.2,0.0,4.3,0.0,30.8,5.301,35.0,0.051,60.0,0.667,32.7
400,Colton Vincent,SDP,26.0,26.571,0.2,61,1.49,92.9,28.0,3.6,52.2,54.3,8.7,3.4,31.8,13.9,20.2,6.3,42.0,32.4,54.6,62.3,79.9,87.1,3.1,1.6,-26.2,67.8,36.449,27.3,78.571,59.3,30.526,50.7,89.0,2.9,88.0,3.4,0.0,4.3,0.0,30.8,8.802,92.0,0.049,57.6,1.0,91.7
401,Leandro Alsinois,CHW,21.0,21.955,6.9,54,0.08,1.9,26.2,3.4,8.1,0.7,58.7,62.3,49.5,48.3,54.1,55.1,28.8,10.7,20.5,2.2,4.0,0.5,64.1,35.5,-63.0,4.1,39.316,16.9,63.333,5.6,43.396,5.1,105.7,57.9,103.1,73.4,60.0,93.4,0.0,30.8,0.857,0.5,0.0,6.3,0.0,6.3
402,Elias Medina,LAD,20.0,20.78,20.8,44,0.72,38.8,26.1,3.1,17.7,8.7,38.5,33.7,39.3,26.6,38.9,28.3,28.5,10.0,22.1,3.6,9.2,8.9,41.3,31.0,-75.0,1.0,32.558,47.2,72.0,28.7,38.462,15.3,104.0,44.8,99.2,36.0,33.3,49.9,0.0,30.8,3.557,13.5,0.0,6.3,0.0,6.3
403,Juan Obispo,WSN,20.0,20.285,32.9,69,0.62,31.2,26.0,2.9,32.3,23.7,7.0,1.0,15.9,4.1,11.4,1.4,24.1,6.0,34.6,14.5,55.7,53.0,1.0,17.0,-50.7,16.7,27.097,76.1,71.831,27.5,42.857,5.8,73.2,1.0,73.1,1.0,0.0,4.3,0.0,30.8,5.805,42.0,0.087,78.7,0.75,45.4
404,Fabian Alcantara,SDP,20.0,20.69,23.7,115,0.34,9.1,25.7,2.5,21.3,11.0,33.8,28.3,12.6,2.7,23.2,8.9,17.0,1.9,25.0,4.8,41.1,34.8,23.2,23.4,-74.8,1.2,28.846,65.5,61.983,4.1,43.367,5.3,100.7,22.8,97.3,23.8,20.0,21.0,0.9,75.6,4.844,28.5,0.035,44.4,0.8,56.8
405,Jose Ramos,SFG,19.0,23.822,1.7,49,1.11,72.6,25.7,2.5,57.7,61.4,15.3,11.4,6.8,1.0,11.0,1.2,32.2,17.8,41.4,27.9,59.8,59.8,10.8,6.2,-28.6,62.7,29.167,63.9,65.625,9.3,33.696,35.7,94.8,8.2,94.7,14.6,0.0,4.3,0.0,30.8,6.3,48.3,0.084,77.1,0.789,54.0
406,Daniel Rojas,STL,20.0,20.761,21.5,102,0.68,35.0,24.7,2.2,30.6,21.7,9.1,3.6,16.5,4.6,12.8,2.1,23.6,5.3,38.7,20.7,69.1,76.8,3.6,12.6,-37.3,43.2,48.085,3.1,72.0,28.7,32.292,40.1,89.7,3.3,89.4,4.0,0.0,4.3,0.0,30.8,6.681,55.3,0.088,79.5,0.9,76.6
407,Paulo Asprilla,STL,20.0,20.315,32.4,56,0.31,7.9,24.4,1.9,30.2,21.3,14.7,10.9,28.6,11.8,21.6,7.2,29.4,12.9,22.2,3.9,7.9,7.2,10.4,21.4,-44.6,28.3,32.215,49.0,64.706,7.4,42.391,6.5,95.6,9.2,93.8,12.1,33.3,49.9,0.0,30.8,3.019,10.4,0.0,6.3,0.0,6.3
408,Noah Barber,KCR,21.0,21.3,11.6,152,0.47,17.4,23.3,1.7,12.0,3.4,30.8,25.8,13.6,2.9,22.2,7.7,12.8,1.6,34.2,13.9,77.0,83.7,32.3,22.0,-66.4,2.9,35.23,32.9,58.197,2.2,45.679,3.6,103.1,38.6,97.1,22.9,22.2,25.1,0.0,30.8,9.053,94.2,0.092,82.2,0.737,42.0
409,Sam White,TOR,22.0,22.245,6.0,79,1.08,69.9,23.2,1.4,55.3,57.0,8.1,2.2,27.2,11.5,17.6,4.2,41.2,32.0,33.5,12.3,18.0,15.5,2.3,4.2,-38.0,42.5,24.342,85.3,76.289,50.2,31.852,42.5,84.7,2.1,84.7,2.7,0.0,4.3,0.0,30.8,3.724,14.5,0.013,21.0,0.5,19.6
410,Eduarlin Tejeda,SDP,21.0,21.487,9.9,77,0.25,5.9,22.2,1.2,35.2,29.0,11.7,6.0,24.8,9.2,18.2,5.1,30.0,13.8,34.1,13.5,42.3,35.4,6.9,8.4,-46.8,24.2,31.818,50.4,75.51,45.4,32.298,39.9,93.9,6.8,91.8,7.0,0.0,4.3,0.0,30.8,5.184,33.6,0.039,49.9,0.75,45.4
411,Bryant Mendez,SEA,22.0,22.932,4.1,54,0.4,11.8,19.8,1.0,39.0,35.3,7.5,1.7,5.6,0.7,6.6,0.5,22.3,4.6,36.0,16.5,63.4,68.1,1.7,2.9,-51.9,14.7,19.811,96.9,64.286,6.8,39.56,12.8,84.3,1.7,83.5,1.7,0.0,4.3,0.0,30.8,7.77,74.4,0.056,63.6,0.75,45.4
412,Luis Arias,WSN,20.0,21.09,13.0,146,0.42,12.9,16.8,0.7,23.9,13.5,9.5,4.0,25.7,10.7,17.6,4.2,24.8,7.0,20.9,2.4,13.0,12.1,4.1,8.6,-60.3,6.0,31.148,53.7,75.785,47.1,36.213,23.9,90.4,3.9,89.5,4.5,0.0,4.3,0.0,30.8,2.572,7.0,0.007,15.1,0.5,19.6
413,Martin Tamara,DET,22.0,22.541,5.1,86,0.24,5.2,14.2,0.5,29.0,19.2,12.6,7.5,11.8,2.4,12.2,1.7,20.4,3.6,16.3,1.0,8.0,7.5,7.6,6.4,-51.2,15.9,30.723,55.8,69.811,19.3,36.986,21.5,93.1,5.8,93.1,10.3,0.0,4.3,0.0,30.8,3.127,10.6,0.0,6.3,0.0,6.3
414,Fabian Lopez,MIA,20.0,20.923,17.6,71,0.43,13.4,12.6,0.2,20.2,10.1,8.0,1.9,3.5,0.2,5.8,0.2,11.8,0.5,9.8,0.5,5.8,3.9,2.2,9.9,-53.5,13.2,33.333,43.4,59.055,2.7,46.104,2.7,84.7,2.1,84.0,2.4,0.0,4.3,0.0,30.8,2.38,5.1,0.0,6.3,0.0,6.3
