Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Jhonkensy Noel,BAL,678877.0,sa3005579,24,9081,252,227,0.273,0.337,0.493,0.22,12,21,67,8.3,26.6,0.33299999999999996,0.35600000000000004,0.337,40.699815837937386,81.75182481751825,15.757575757575754,61.29753914988815,31.5,116.9,109.4,90.0,46.0,11.2,7.142857142857142,0.25,0.461,22.8,11.9,1.2117200000000001,-0.7568090000000001,-0.0030032103174603172,37.70510922017239,2025,AAA
Jeferson Quero,MIL,691620.0,sa3015407,23,8633,250,216,0.255,0.336,0.41200000000000003,0.157,6,25,35,10.0,14.0,0.272,0.326,0.321,36.85220729366603,86.20689655172413,11.860718171926004,72.8643216080402,22.6,109.5,102.8,86.8,29.7,5.9,4.4,0.252,0.39799999999999996,19.4,15.6,4.283580000000001,-0.132922,-0.000531688,34.95426320794739,2025,AAA
Brett Harris,ATH,695391.0,sa3017293,27,10197,250,214,0.28,0.368,0.5,0.22,12,28,38,11.2,15.2,0.28600000000000003,0.37200000000000005,0.331,22.549019607843142,88.51963746223566,8.493427704752277,69.10229645093946,18.8,109.4,103.4,87.2,34.4,7.8,5.6000000000000005,0.254,0.40399999999999997,18.1,12.1,4.66628,0.358863,0.001435452,29.09315619358031,2025,AAA
Sebastián Rivero,LAA,665861.0,sa917021,27,10055,244,226,0.261,0.305,0.429,0.168,9,13,42,5.3,17.2,0.282,0.317,0.278,43.75,85.18518518518519,13.57733175914994,74.43609022556392,23.3,106.8,101.2,86.4,32.4,4.3,3.278688524590164,0.233,0.35200000000000004,22.6,16.8,3.03496,-1.2690299999999999,-0.00520094262295082,17.8216520919656,2025,AAA
Cole Young,SEA,702284.0,sa3020459,22,8337,244,205,0.273,0.389,0.45899999999999996,0.185,5,31,28,12.7,11.5,0.297,0.37200000000000005,0.35,24.624060150375943,90.1060070671378,7.724425887265135,66.43192488262912,17.9,109.2,104.4,89.7,44.6,8.5,6.147540983606558,0.247,0.42200000000000004,10.7,9.0,6.469519999999999,-0.781208,-0.003201672131147541,51.435696672205935,2025,AAA
Drew Romo,CHW,691011.0,sa3014522,24,9037,243,220,0.264,0.32899999999999996,0.409,0.145,7,18,63,7.4,25.9,0.33799999999999997,0.324,0.233,36.895161290322584,87.08487084870848,14.611872146118719,71.3157894736842,28.2,105.8,99.8,84.4,22.8,2.5,1.6460905349794241,0.184,0.248,20.1,13.3,3.2622400000000003,-0.06367300000000001,-0.0002620288065843621,15.425538837330752,2025,AAA
Colson Montgomery,CHW,695657.0,sa3017170,24,8859,242,216,0.218,0.298,0.435,0.218,11,19,82,7.9,33.9,0.29,0.317,0.276,31.42857142857143,84.43113772455091,14.479166666666668,71.06382978723406,28.5,115.3,108.2,88.8,37.9,11.4,6.198347107438017,0.188,0.35100000000000003,19.3,20.2,4.89268,-0.472218,-0.001951314049586777,35.05222907891703,2025,AAA
Noah Miller,LAD,695653.0,sa3017512,23,8599,241,226,0.239,0.27,0.345,0.106,4,11,44,4.6,18.3,0.275,0.267,0.25,33.561643835616444,86.77966101694916,11.600928074245939,69.5754716981132,22.6,108.1,100.9,87.8,35.4,2.8,2.0746887966804977,0.22,0.308,12.8,9.1,3.54175,-0.166451,-0.0006906680497925312,27.379153803926663,2025,AAA
Tommy Sacco Jr.,HOU,690474.0,sa3020125,27,9870,241,208,0.221,0.32,0.284,0.063,2,29,55,12.0,22.8,0.28800000000000003,0.278,0.275,26.315789473684212,85.85858585858584,12.649945474372954,70.21276595744679,27.2,107.4,101.4,85.9,29.0,2.1,1.2448132780082988,0.203,0.28600000000000003,14.6,14.3,5.24449,0.883977,0.0036679543568464727,21.38522227790618,2025,AAA
Korey Lee,CHW,686676.0,sa3010034,27,10166,240,220,0.255,0.313,0.405,0.15,8,17,55,7.1,22.9,0.304,0.313,0.261,32.02614379084967,84.56591639871381,14.733178654292344,77.1712158808933,27.7,107.5,104.4,87.2,30.9,4.2,2.9166666666666665,0.215,0.308,15.1,6.8,4.916530000000001,0.509374,0.0021223916666666667,17.314571366134125,2025,AAA
José Tena,WSN,677588.0,sa3005482,25,9201,239,209,0.287,0.377,0.431,0.14400000000000002,5,30,59,12.6,24.7,0.379,0.35600000000000004,0.331,26.7175572519084,81.70347003154575,12.398373983739836,68.91304347826087,26.7,110.9,106.0,89.0,41.6,9.4,5.857740585774058,0.25,0.40299999999999997,11.3,6.1,6.00804,1.31079,0.005484476987447698,41.29224821025517,2025,AAA
Ben Williamson,TBR,810938.0,sa3022437,25,9335,239,210,0.314,0.389,0.462,0.14800000000000002,5,24,32,10.0,13.4,0.349,0.371,0.341,28.57142857142857,89.83050847457628,7.922912205567452,66.44144144144144,17.0,109.7,103.4,87.9,35.6,2.8,2.092050209205021,0.294,0.392,7.8,4.6,6.50916,0.928949,0.0038868158995815907,37.705623722452295,2025,AAA
Nathan Church,STL,701675.0,sa3019842,25,9449,239,213,0.33299999999999996,0.39899999999999997,0.521,0.188,7,24,25,10.0,10.5,0.35200000000000004,0.396,0.32799999999999996,29.850746268656717,92.7536231884058,6.179775280898876,65.55819477434679,13.2,108.0,103.3,86.8,39.6,3.2,2.510460251046025,0.275,0.389,13.8,6.5,6.87626,-0.656864,-0.0027483849372384943,34.536312602738896,2025,AAA
Trei Cruz,DET,669360.0,sa3014420,27,10185,239,190,0.284,0.418,0.45799999999999996,0.174,6,46,55,19.2,23.0,0.364,0.384,0.354,19.360902255639093,80.63380281690141,10.9391124871001,64.98855835240275,27.4,110.7,104.0,90.0,47.8,9.7,5.439330543933054,0.239,0.381,14.5,12.2,5.905930000000001,-0.466814,-0.0019531966527196647,34.90173020558987,2025,AAA
Tyler Fitzgerald,LAD,666149.0,sa3011257,28,10481,236,210,0.248,0.322,0.381,0.133,6,17,62,7.2,26.3,0.319,0.311,0.29600000000000004,30.88803088803089,79.08496732026144,15.106382978723405,72.51184834123224,30.5,107.9,102.2,86.0,31.3,5.3,3.3898305084745757,0.242,0.34299999999999997,19.9,17.0,4.18863,-0.048715800000000004,-0.0002064228813559322,14.51765529046161,2025,AAA
Blaze Alexander,BAL,677942.0,sa3007742,26,9845,236,192,0.28600000000000003,0.41100000000000003,0.484,0.198,8,38,58,16.1,24.6,0.36700000000000005,0.39,0.35100000000000003,23.04761904761905,76.47058823529412,14.609053497942385,72.25950782997764,32.0,114.1,107.4,92.8,50.7,11.2,6.3559322033898304,0.24600000000000002,0.39899999999999997,8.7,5.5,6.37956,1.09903,0.004656906779661017,40.68900733700319,2025,AAA
Juan Yepez,0,660766.0,sa877505,28,10327,234,211,0.223,0.29100000000000004,0.318,0.095,4,21,29,9.0,12.4,0.239,0.272,0.299,30.681818181818183,88.77887788778877,8.795811518324607,70.96018735362998,18.1,107.6,103.0,86.7,31.3,2.2,1.7094017094017095,0.256,0.34700000000000003,22.7,17.1,1.37333,-0.473708,-0.0020243931623931625,19.676683167305093,2025,AAA
Victor Labrada,SEA,700032.0,sa3015062,26,9630,230,185,0.254,0.389,0.368,0.114,1,36,42,15.7,18.3,0.319,0.342,0.319,24.853228962817997,83.33333333333334,10.647639956092208,64.5,25.2,106.4,100.8,85.2,27.1,2.1,1.3043478260869563,0.231,0.287,18.0,11.4,8.201989999999999,1.19636,0.005201565217391305,28.030309298882088,2025,AAA
Jack Suwinski,LAD,669261.0,sa918314,27,10162,229,191,0.28300000000000003,0.389,0.565,0.28300000000000003,14,31,69,13.5,30.1,0.36,0.40399999999999997,0.373,21.01313320825516,76.97160883280758,13.649851632047474,66.31799163179917,32.2,113.6,108.5,92.6,49.2,16.1,8.73362445414847,0.247,0.511,25.4,20.8,6.600339999999999,0.658619,0.0028760655021834057,35.8161084419391,2025,AAA
Jake McCarthy,COL,664983.0,sa3007015,28,10526,229,199,0.302,0.39299999999999996,0.43200000000000005,0.131,1,24,33,10.5,14.4,0.358,0.364,0.315,26.607538802660752,90.28776978417268,9.541062801932368,73.74005305039788,19.8,108.8,101.3,86.2,28.9,1.2,0.8733624454148471,0.26,0.33299999999999996,13.2,12.5,8.23409,0.2862,0.0012497816593886465,21.84309774325209,2025,AAA
RJ Schreck,TOR,702302.0,sa3022602,25,9449,229,184,0.23399999999999999,0.384,0.429,0.196,9,37,49,16.2,21.4,0.27,0.36200000000000004,0.34299999999999997,21.980198019801986,81.91126279863481,9.424083769633508,65.1111111111111,22.3,109.4,103.3,86.9,29.1,7.5,4.366812227074235,0.221,0.381,23.0,18.0,4.29023,-0.21751199999999998,-0.0009498340611353713,35.107228403109076,2025,AAA
Drew Waters,KCR,671221.0,sa3004378,27,10011,228,206,0.233,0.307,0.40299999999999997,0.17,7,21,67,9.2,29.4,0.311,0.31,0.275,31.742738589211612,84.13793103448276,15.062287655719139,72.31920199501248,30.0,109.5,103.2,87.0,35.3,6.5,3.947368421052632,0.207,0.332,15.5,8.4,7.0306,0.502405,0.002203530701754386,22.17865488623561,2025,AAA
Héctor Rodríguez,CIN,699302.0,sa3015828,22,8115,226,212,0.255,0.29600000000000004,0.401,0.146,7,11,38,4.9,16.8,0.28,0.303,0.306,47.00665188470066,87.07224334600761,13.366960907944513,76.90058479532162,22.3,112.7,105.7,87.6,39.3,4.6,3.5398230088495577,0.257,0.39899999999999997,18.5,10.7,6.4929,0.43622299999999997,0.0019301902654867253,39.4588603323806,2025,AAA
Colin Barber,0,683145.0,sa3010696,25,9306,223,191,0.204,0.309,0.314,0.11,2,27,61,12.1,27.4,0.285,0.282,0.278,24.94714587737844,82.4626865671642,10.78976640711902,62.91079812206573,25.1,113.5,104.1,88.2,36.2,5.5,3.1390134529147984,0.19399999999999998,0.31,12.1,10.9,5.73999,-0.328958,-0.00147514798206278,35.49462800432941,2025,AAA
Zach Humphreys,LAA,668876.0,sa3016853,28,10457,222,194,0.21600000000000003,0.302,0.32,0.10300000000000001,2,22,48,9.9,21.6,0.272,0.27899999999999997,0.254,25.269978401727858,80.4878048780488,11.245865490628443,64.63963963963964,25.2,106.9,97.8,83.6,21.5,1.3,0.9009009009009008,0.20199999999999999,0.255,12.3,10.6,4.78253,1.00363,0.0045208558558558565,14.388274704153394,2025,AAA
Quincy Hamilton,0,680810.0,sa3017215,27,10209,222,196,0.153,0.252,0.28600000000000003,0.133,6,25,60,11.3,27.0,0.185,0.245,0.245,29.809725158562365,79.84790874524715,13.151927437641726,64.30317848410758,28.7,108.7,104.1,88.5,32.8,6.1,3.603603603603603,0.16699999999999998,0.266,23.6,18.1,4.87154,-0.36432800000000004,-0.001641117117117117,20.014396729140028,2025,AAA
Jacob Amaya,ARI,676070.0,sa3005081,27,10127,219,188,0.25,0.35200000000000004,0.42,0.17,9,29,64,13.2,29.2,0.32799999999999996,0.34,0.301,16.62921348314607,81.81818181818183,8.632286995515695,54.138702460850105,24.4,107.2,101.4,88.0,40.8,9.6,5.479452054794519,0.212,0.35100000000000003,7.2,5.9,2.86564,-1.36381,-0.006227442922374429,25.416564758883638,2025,AAA
Brody Moore,STL,690914.0,sa3019839,25,9441,219,196,0.24,0.306,0.316,0.077,2,17,49,7.8,22.4,0.304,0.27899999999999997,0.254,32.55269320843091,86.51685393258427,11.910669975186105,70.44854881266491,23.6,107.3,98.9,84.1,20.0,1.3,0.9132420091324199,0.20800000000000002,0.27399999999999997,8.6,7.7,6.3276900000000005,0.7178329999999999,0.0032777762557077627,19.82410301041059,2025,AAA
JJ Wetherholt,STL,802139.0,sa3025154,23,8661,218,183,0.306,0.408,0.557,0.251,10,27,33,12.4,15.1,0.324,0.41200000000000003,0.355,18.269230769230766,81.20567375886525,10.25943396226415,65.27777777777779,24.3,107.6,103.7,91.4,49.0,12.6,8.715596330275227,0.25,0.434,13.6,12.3,6.55167,0.783978,0.003596229357798165,49.26513369713027,2025,AAA
Matt Fraizer,BOS,670208.0,sa918983,28,10364,218,196,0.301,0.358,0.449,0.14800000000000002,3,19,44,8.7,20.2,0.368,0.349,0.295,33.69565217391305,84.98168498168498,10.902696365767877,69.46564885496184,21.7,112.3,105.4,89.8,45.2,3.2,2.2935779816513757,0.254,0.331,10.2,5.9,6.471769999999999,1.40239,0.006432981651376146,27.2277499484596,2025,AAA
Nasim Nuñez,WSN,683083.0,sa3010695,25,9413,218,189,0.243,0.335,0.307,0.063,2,25,57,11.5,26.1,0.33299999999999996,0.293,0.28,26.443202979515828,75.16778523489933,13.251783893985731,67.11711711711712,29.5,111.5,102.3,88.2,32.6,1.5,0.9174311926605504,0.22,0.27899999999999997,11.6,11.3,6.9870600000000005,3.86153,0.017713440366972474,29.87501249859543,2025,AAA
Andrés Chaparro,WSN,665953.0,sa916976,27,9886,216,182,0.275,0.384,0.5770000000000001,0.302,14,32,50,14.8,23.1,0.303,0.40700000000000003,0.359,27.41312741312741,81.43939393939394,14.076576576576578,71.35135135135134,30.8,110.8,106.2,89.0,41.4,15.0,9.25925925925926,0.242,0.47200000000000003,31.6,19.3,2.3736200000000003,-0.273708,-0.0012671666666666669,33.87617415258317,2025,AAA
Eduardo Valencia,DET,680664.0,sa3006622,26,9621,213,185,0.319,0.39899999999999997,0.622,0.303,13,25,41,11.7,19.2,0.34600000000000003,0.429,0.379,28.144989339019194,81.34328358208955,12.687427912341404,67.33668341708542,27.5,112.1,105.3,90.7,48.9,13.5,8.92018779342723,0.27399999999999997,0.519,14.4,13.1,3.15142,-0.482167,-0.0022636948356807517,41.312114442867724,2025,AAA
Kyle Teel,CHW,691019.0,sa3022886,24,8871,212,182,0.29100000000000004,0.392,0.489,0.198,8,30,54,14.2,25.5,0.375,0.38299999999999995,0.34,26.877470355731226,78.67647058823529,12.689804772234273,65.38461538461539,28.7,111.8,104.7,89.6,42.2,9.4,5.6603773584905674,0.237,0.43,15.5,9.9,5.86207,0.392437,0.0018511179245283016,44.46299819423046,2025,AAA
Emmanuel Rodriguez,MIN,691181.0,sa3014693,23,8493,212,163,0.258,0.429,0.423,0.166,6,45,67,21.2,31.6,0.4,0.38299999999999995,0.34600000000000003,17.219917012448132,73.12252964426878,14.253135689851767,64.0506329113924,37.2,113.6,109.0,90.1,46.9,12.5,5.6603773584905674,0.207,0.36,8.0,8.0,6.03602,-0.224518,-0.0010590471698113206,48.90748857854744,2025,AAA
Zack Gelof,ATH,680869.0,sa3017286,26,9717,212,176,0.256,0.368,0.517,0.261,12,33,54,15.6,25.5,0.292,0.37799999999999995,0.31,22.222222222222218,71.86440677966101,16.471962616822427,77.8364116094987,35.2,109.0,103.6,89.1,40.7,8.9,5.188679245283018,0.19699999999999998,0.375,16.8,11.5,6.63868,1.9737200000000001,0.00931,32.00459006646033,2025,AAA
Nelson Velázquez,STL,676369.0,sa3005129,27,10015,210,188,0.23399999999999999,0.31,0.447,0.213,11,21,49,10.0,23.3,0.256,0.327,0.32799999999999996,27.69230769230769,81.81818181818183,13.599062133645955,71.85929648241206,28.2,110.5,105.4,91.8,51.4,11.4,7.6190476190476195,0.23,0.45799999999999996,24.3,20.6,5.23832,0.0715865,0.00034088809523809515,33.566760733368376,2025,AAA
Drew Millas,WSN,686452.0,sa3014475,28,10361,206,189,0.243,0.29600000000000004,0.37,0.127,4,15,25,7.3,12.1,0.259,0.29100000000000004,0.311,26.94300518134715,89.49416342412451,7.8378378378378395,72.59887005649718,16.1,110.6,100.6,86.3,28.9,2.4,1.9417475728155336,0.272,0.375,17.4,14.6,7.224939999999999,0.7277819999999999,0.003532922330097088,24.895064033601773,2025,AAA
Rafael Flores Jr.,PIT,804668.0,sa3020243,25,9334,206,173,0.266,0.369,0.42200000000000004,0.156,7,26,54,12.6,26.2,0.33899999999999997,0.348,0.324,24.71655328798186,74.21875,14.957780458383596,65.97938144329896,34.0,109.7,105.6,87.9,36.4,9.9,5.825242718446603,0.22,0.39799999999999996,18.9,18.0,2.48062,-0.389117,-0.0018889174757281554,31.77567954222045,2025,AAA
Andy Yerzy,STL,647378.0,sa917939,27,10185,204,182,0.203,0.289,0.33,0.126,6,20,67,9.8,32.8,0.284,0.278,0.252,30.0,73.38709677419354,17.61723700887199,67.20867208672087,37.2,108.6,105.0,85.9,38.1,5.3,2.9411764705882346,0.183,0.27699999999999997,16.5,7.6,2.14132,-0.663759,-0.003253720588235294,14.839129369895776,2025,AAA
Jahmai Jones,DET,663330.0,sa874807,28,10521,203,169,0.278,0.39399999999999996,0.485,0.207,6,24,46,11.8,22.7,0.34700000000000003,0.382,0.35,24.65116279069768,80.3921568627451,13.092269326683292,68.54838709677419,29.1,113.7,105.3,91.1,45.8,11.7,6.896551724137932,0.237,0.43,17.5,17.0,7.678889999999999,0.16855,0.0008302955665024631,30.552275721839628,2025,AAA
Ivan Johnson,CIN,671155.0,sa1169627,27,10090,202,172,0.221,0.337,0.37799999999999995,0.157,7,30,59,14.9,29.2,0.292,0.32,0.32,27.67295597484277,77.51937984496125,16.428571428571427,71.07438016528927,35.4,110.6,103.5,89.8,35.7,7.1,3.96039603960396,0.233,0.361,13.3,6.9,5.746519999999999,0.619305,0.0030658663366336628,27.98321387785639,2025,AAA
Jacob Hurtubise,MIL,674441.0,sa3014820,28,10395,198,146,0.158,0.35200000000000004,0.19899999999999998,0.040999999999999995,0,33,38,16.7,19.2,0.205,0.27899999999999997,0.299,21.052631578947366,84.68468468468468,7.334963325183375,58.267716535433074,19.1,104.7,98.9,79.9,18.2,0.0,0.0,0.184,0.21899999999999997,12.4,15.9,6.6519699999999995,1.0701,0.0054045454545454535,18.92874743599685,2025,AAA
Nick Loftin,KCR,679845.0,sa3014511,27,10106,197,152,0.303,0.447,0.461,0.158,4,39,24,19.8,12.2,0.331,0.4,0.369,17.102137767220906,90.57591623036647,5.7142857142857135,54.72779369627507,16.7,108.6,103.2,88.5,40.5,5.3,3.5532994923857872,0.259,0.405,25.2,14.1,5.1753,1.33322,0.0067676142131979705,34.51990445926348,2025,AAA
Bryan Lavastida,ATH,681526.0,sa3006917,27,10044,196,167,0.305,0.392,0.473,0.168,5,23,34,11.7,17.3,0.354,0.375,0.304,25.55831265508685,83.26693227091634,11.458333333333332,68.76712328767123,24.9,109.2,101.8,87.6,32.3,4.5,3.0612244897959178,0.23600000000000002,0.342,13.1,9.9,6.5544,0.568164,0.002898795918367347,27.69034832575249,2025,AAA
J.T. Arruda,SEA,686793.0,sa3010036,28,10446,195,173,0.249,0.33299999999999996,0.37,0.121,5,21,43,10.8,22.1,0.304,0.314,0.299,27.378190255220424,82.68398268398269,12.419974391805374,66.0,27.8,109.8,103.3,88.5,36.2,5.4,3.589743589743589,0.22699999999999998,0.354,10.4,12.8,7.007160000000001,2.12629,0.01090405128205128,23.621797170199894,2025,AAA
Dominic Canzone,SEA,686527.0,sa1115890,28,10510,195,179,0.29600000000000004,0.354,0.564,0.268,13,16,42,8.2,21.5,0.32299999999999995,0.391,0.365,34.855769230769226,83.96624472573839,12.264150943396224,72.69938650306749,23.8,115.5,107.3,89.2,40.9,13.9,9.743589743589745,0.265,0.534,15.3,12.6,3.6166199999999997,-0.786764,-0.00403468717948718,27.15251883036261,2025,AAA
Thomas Gavello,SFG,687284.0,sa3020122,24,9120,195,167,0.257,0.344,0.485,0.228,9,18,64,9.2,32.8,0.34700000000000003,0.355,0.27,25.71428571428571,84.1409691629956,13.885350318471337,62.19178082191781,32.5,109.0,104.4,87.8,39.3,6.5,3.589743589743589,0.183,0.306,12.8,13.8,4.99375,-0.48408599999999996,-0.0024824923076923076,27.931434102166392,2025,AAA
Coby Mayo,BAL,691723.0,sa3014479,24,8936,194,167,0.228,0.32,0.455,0.228,8,23,52,11.9,26.8,0.273,0.332,0.32799999999999996,28.009259259259267,83.73205741626796,12.886597938144329,60.75581395348837,30.3,113.3,108.3,90.2,44.9,11.9,7.216494845360824,0.22899999999999998,0.425,24.6,18.8,4.360530000000001,-0.613004,-0.0031598144329896905,43.60340845965648,2025,AAA
Phillip Sikes,0,689651.0,sa3017113,27,9894,194,170,0.2,0.289,0.335,0.135,6,15,69,7.7,35.6,0.289,0.27899999999999997,0.28800000000000003,34.05275779376499,78.53881278538813,17.146596858638745,63.11239193083573,36.3,113.0,106.3,86.3,33.0,10.7,5.6701030927835046,0.196,0.359,22.3,17.6,4.0546,-0.496105,-0.002557242268041237,22.049206165625133,2025,AAA
Mikey Romero,BOS,702540.0,sa3020216,22,8174,192,177,0.23199999999999998,0.276,0.469,0.237,9,11,58,5.7,30.2,0.28300000000000003,0.315,0.306,33.50253807106599,81.85654008438819,15.675675675675675,68.49710982658961,31.4,110.6,106.9,91.2,47.1,14.0,8.854166666666668,0.228,0.43799999999999994,18.0,19.6,2.38501,-0.5030359999999999,-0.002619979166666667,37.228679233674505,2025,AAA
Marcelo Mayer,BOS,691785.0,sa3017114,23,8569,192,170,0.271,0.344,0.47100000000000003,0.2,9,19,38,9.9,19.8,0.29600000000000004,0.35100000000000003,0.33799999999999997,23.544973544973544,85.02202643171806,10.878661087866108,66.96165191740414,24.7,111.2,106.3,89.8,48.5,9.8,6.770833333333332,0.249,0.45299999999999996,17.9,12.2,5.2314,-0.0314128,-0.00016360833333333333,48.61216324952029,2025,AAA
Nelson Rada,LAA,703185.0,sa3018421,20,7582,191,158,0.31,0.424,0.405,0.095,1,30,35,15.7,18.3,0.39,0.371,0.32,17.98941798941799,85.35714285714283,8.875,66.35071090047393,20.4,106.3,98.3,83.4,19.7,2.5,1.5706806282722512,0.24600000000000002,0.313,9.0,4.1,8.19554,0.34077399999999997,0.0017841570680628273,35.598431956171716,2025,AAA
Thomas Saggese,STL,695336.0,sa3014503,24,8816,189,164,0.317,0.402,0.445,0.128,5,23,45,12.2,23.8,0.409,0.373,0.32799999999999996,33.4106728538283,78.099173553719,14.028314028314028,69.94219653179191,28.2,110.1,102.6,88.6,41.2,5.9,3.7037037037037033,0.255,0.38799999999999996,11.7,14.8,3.9564,-1.38073,-0.007305449735449734,36.852866733473284,2025,AAA
Kyler Fedko,MIN,693459.0,sa3017561,26,9745,187,164,0.268,0.353,0.47600000000000003,0.207,8,21,41,11.2,21.9,0.31,0.358,0.306,32.075471698113205,81.81818181818183,12.148148148148149,65.13157894736842,25.9,110.4,103.6,87.6,37.9,7.3,4.81283422459893,0.22399999999999998,0.377,25.0,20.0,5.62364,1.0785200000000001,0.005767486631016042,30.621062772710147,2025,AAA
Brayan Rocchio,CLE,677587.0,sa3005898,25,9268,187,159,0.252,0.353,0.484,0.233,7,23,27,12.3,14.4,0.26,0.36,0.335,22.802197802197803,86.80851063829788,9.375,63.17204301075269,21.7,106.4,103.0,88.8,38.1,9.0,6.417112299465241,0.23600000000000002,0.41200000000000003,25.9,16.9,6.71731,-0.35382800000000003,-0.0018921283422459886,39.48147428866506,2025,AAA
Jack Rogers,WSN,679788.0,sa3017017,27,9915,185,168,0.25,0.308,0.35700000000000004,0.107,3,14,60,7.6,32.4,0.364,0.293,0.268,29.155313351498638,78.37837837837837,16.017316017316016,68.09815950920245,33.7,113.5,106.2,90.6,41.5,5.7,3.2432432432432434,0.214,0.32299999999999995,12.5,8.8,1.4464299999999999,-0.838382,-0.004531794594594594,24.708983670922226,2025,AAA
Kenny Piper,TBR,700652.0,sa3017664,27,10179,185,157,0.191,0.297,0.376,0.185,8,20,56,10.8,30.3,0.22899999999999998,0.297,0.28800000000000003,28.868360277136254,75.49407114624506,16.966580976863753,73.33333333333333,34.9,106.4,103.7,88.7,39.4,10.6,5.9459459459459465,0.183,0.336,33.7,25.0,6.55996,1.44472,0.0078092972972972985,20.916467634850797,2025,AAA
Duke Ellis,NYY,668752.0,sa3014816,28,10360,184,168,0.321,0.37200000000000005,0.47,0.149,3,14,48,7.6,26.1,0.43200000000000005,0.364,0.298,24.54780361757106,81.95488721804512,11.904761904761903,72.08672086720867,24.9,109.7,103.4,88.8,41.5,5.9,3.804347826086957,0.24100000000000002,0.37200000000000005,10.2,8.1,7.8614,3.5645300000000004,0.019372445652173914,24.677802163904392,2025,AAA
